CTSL,HDR_XT,DVALTIME,XA32S19,YA32S19,ZA32S19,XVELS15,YVELS15,ZVELS15,LAT,LONG,TRKQ,TRRKQ,MUTRK,LR,TT,STN,CGTN,ID,CATE,CSOURCE,RPRTCTSL,RPRTPU,RSOURCE,TRKST,CEPN,CECUID,ONAME,SNAME,M1,M2,M3,M4,Altitude,Size,,
1307,63809.97,63809.813,67.403912,-11.61035,4.106211,0.12579,-0.04367,0.00214,36.571004,-74.177132,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9550.637404,0,WGSLLA,PETARC
1307,63811.034,63810.8,67.512449,-11.725569,4.101971,0.12338,-0.05579,0.0011,36.569082,-74.17495,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9547.119448,0,WGSLLA,PETARC
1307,63812.929,63812.768,67.748159,-11.833122,4.106691,0.12271,-0.05548,0.00146,36.567257,-74.170106,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9566.403798,0,WGSLLA,PETARC
1307,63813.95,63813.753,67.864368,-11.890732,4.106712,0.12213,-0.05597,0.00125,36.566281,-74.167722,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9571.345567,0,WGSLLA,PETARC
1307,63815.01,63814.734,67.981997,-11.938244,4.106045,0.12198,-0.05472,0.00095,36.565472,-74.165337,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9574.907154,0,WGSLLA,PETARC
1307,63815.816,63815.72,68.099751,-11.985121,4.104422,0.1218,-0.05356,0.00052,36.564672,-74.162919,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9576.566821,0,WGSLLA,PETARC
1307,63816.854,63816.706,68.212656,-12.055246,4.104116,0.12079,-0.05646,0.0004,36.563491,-74.160606,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9580.840839,0,WGSLLA,PETARC
1307,63817.912,63817.688,68.325548,-12.110233,4.103188,0.12006,-0.0564,0.00018,36.56256,-74.15828,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9583.775311,0,WGSLLA,PETARC
1307,63818.929,63818.675,68.434919,-12.185852,4.101822,0.11874,-0.05972,-0.00006,36.561289,-74.156041,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9585.849486,0,WGSLLA,PETARC
1307,63819.73,63819.658,68.542786,-12.256067,4.099459,0.11746,-0.06165,-0.00043,36.560178,-74.15386,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9585.843149,0,WGSLLA,PETARC
1307,63820.792,63820.642,68.650063,-12.324619,4.098934,0.11636,-0.0629,-0.00043,36.559024,-74.151632,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9589.486633,0,WGSLLA,PETARC
1307,63821.856,63821.628,68.756918,-12.386951,4.098822,0.11526,-0.06293,-0.0004,36.557972,-74.149472,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9593.904358,0,WGSLLA,PETARC
1307,63822.923,63822.612,68.861273,-12.456285,4.092749,0.11401,-0.06409,-0.00128,36.556806,-74.147322,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9586.362858,0,WGSLLA,PETARC
1307,63823.675,63823.596,68.959581,-12.538254,4.087006,0.112,-0.06711,-0.00198,36.555433,-74.145339,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9579.342677,0,WGSLLA,PETARC
1307,63824.698,63824.58,69.051998,-12.637396,4.091557,0.10934,-0.07242,-0.00095,36.55378,-74.143456,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9592.807665,0,WGSLLA,PETARC
1307,63825.727,63825.563,69.143749,-12.722189,4.10047,0.10703,-0.07458,0.00061,36.552323,-74.141555,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9614.874125,0,WGSLLA,PETARC
1307,63826.782,63826.548,69.228462,-12.829702,4.105051,0.10391,-0.08005,0.00122,36.550574,-74.139861,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9628.175884,0,WGSLLA,PETARC
1307,63827.741,63826.548,69.228462,-12.829702,4.105051,0.10391,-0.08005,0.00122,36.550574,-74.139821,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9628.175884,0,WGSLLA,PETARC
1307,63828.626,63828.516,69.390558,-13.038931,4.093842,0.09793,-0.08774,-0.00073,36.547091,-74.136574,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9613.74353,0,WGSLLA,PETARC
1307,63829.67,63829.5,69.463356,-13.151312,4.086473,0.09436,-0.09189,-0.00177,36.545223,-74.135061,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9602.745014,0,WGSLLA,PETARC
1307,63830.72,63830.485,69.543488,-13.216276,4.038471,0.0925,-0.0878,-0.00919,36.544132,-74.133397,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9510.438469,0,WGSLLA,PETARC
1307,63831.791,63831.47,69.600447,-13.361946,4.0334,0.08722,-0.09729,-0.00858,36.54172,-74.132278,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9503.677507,0,WGSLLA,PETARC
1307,63832.59,63832.455,69.655308,-13.493759,4.026871,0.08243,-0.10306,-0.00827,36.539537,-74.131196,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9493.824118,0,WGSLLA,PETARC
1307,63833.63,63833.438,69.704603,-13.62447,4.027594,0.07755,-0.10776,-0.00687,36.537375,-74.130231,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9498.252892,0,WGSLLA,PETARC
1307,63834.014,63833.438,69.704603,-13.62447,4.027594,0.07755,-0.10776,-0.00687,36.537375,-74.130231,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9498.252892,0,WGSLLA,PETARC
1307,63836.311,63836.311,69.704603,-13.62447,4.027594,0.07755,-0.10776,-0.00687,36.537335,-74.130132,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9498.252896,0,WGSLLA,PETARC
1307,63836.796,63836.796,69.704603,-13.62447,4.027594,0.07755,-0.10776,-0.00687,36.537335,-74.130132,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9498.252896,0,WGSLLA,PETARC
1307,63838.39,63838.39,70.048658,-14.11022,3.996641,0.07755,-0.10776,-0.00687,36.529295,-74.123182,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9453.981818,0,WGSLLA,PETARC
1307,63838.452,63838.452,70.048658,-14.11022,3.996641,0.07755,-0.10776,-0.00687,36.529295,-74.123182,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9453.981818,0,WGSLLA,PETARC
1307,63840.516,63840.516,70.048658,-14.11022,3.996641,0.07755,-0.10776,-0.00687,36.529295,-74.123152,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9453.981818,0,WGSLLA,PETARC
1307,63844.788,63844.788,70.506529,-14.756659,3.95545,0.07755,-0.10776,-0.00687,36.518502,-74.113869,9,9,1,0,0,2071,1352,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9395.38419,0,WGSLLA,PETARC
1307,63845.244,63845.244,70.506529,-14.756659,3.95545,0.07755,-0.10776,-0.00687,36.518502,-74.113869,9,9,1,0,0,2071,0,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9395.38419,0,WGSLLA,PETARC
1307,63845.69,63845.69,70.506529,-14.756659,3.95545,0.07755,-0.10776,-0.00687,36.518502,-74.113869,9,8,1,0,0,2071,0,3,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,9395.38419,0,WGSLLA,PETARC
1307,63846.066,63846.066,70.506529,-14.756659,3.4375,-0.03687,-0.11255,0,36.518463,-74.113587,9,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,8359.704171,0,WGSLLA,PETARC
1307,63847.155,63846.189,69.193359,-16.275391,3.4375,-0.03955,-0.11182,0,36.493787,-74.140815,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,8320.770297,0,WGSLLA,PETARC
1307,63850.413,63850.19,68.927734,-16.782227,3.4375,-0.06787,-0.10205,0,36.485549,-74.146289,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,8315.089673,0,WGSLLA,PETARC
1307,63851.353,63850.19,68.927734,-16.782227,3.4375,-0.07275,-0.09863,0,36.485549,-74.146289,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,8315.089673,0,WGSLLA,PETARC
1307,63852.476,63852.476,68.927734,-16.782227,3.4375,-0.07275,-0.09863,0,36.485549,-74.146249,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,8315.089673,0,WGSLLA,PETARC
1307,63854.861,63854.19,68.595703,-17.204102,3.46875,-0.14331,-0.12427,0,36.478687,-74.153094,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,8368.634915,0,WGSLLA,PETARC
1307,63855.997,63854.19,68.595703,-17.204102,3.28125,-0.10327,-0.073,0,36.478671,-74.153019,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7993.711698,0,WGSLLA,PETARC
1307,63858.358,63858.19,68.189453,-17.458984,3.28125,-0.11328,-0.06445,0,36.474533,-74.161274,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7980.354097,0,WGSLLA,PETARC
1307,63859.464,63858.19,68.189453,-17.458984,3.28125,-0.11475,-0.06177,0,36.474573,-74.161273,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7980.354093,0,WGSLLA,PETARC
1307,63862.601,63862.19,67.654297,-17.716797,3.28125,-0.12256,-0.04419,0,36.470416,-74.172194,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7962.163745,0,WGSLLA,PETARC
1307,63863.764,63862.19,67.654297,-17.716797,3.28125,-0.12256,-0.04419,0,36.470456,-74.172124,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7962.163741,0,WGSLLA,PETARC
1307,63864.984,63864.984,67.654297,-17.716797,3.28125,-0.12256,-0.04419,0,36.470456,-74.172094,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7962.163741,0,WGSLLA,PETARC
1307,63866.172,63866.172,67.654297,-17.716797,3.28125,-0.12402,-0.0249,0,36.470456,-74.172064,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7962.163741,0,WGSLLA,PETARC
1307,63867.356,63866.19,67.176758,-17.891602,3.28125,-0.12451,-0.02173,0,36.467691,-74.181845,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7945.533419,0,WGSLLA,PETARC
1307,63870.712,63870.223,66.637695,-17.899414,3.3125,-0.12622,-0.00635,0,36.46769,-74.192713,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7987.466428,0,WGSLLA,PETARC
1307,63875.038,63874.224,66.095703,-17.907227,3.3125,-0.12646,0.00269,0,36.467687,-74.203688,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7966.96728,0,WGSLLA,PETARC
1307,63876.085,63874.224,66.095703,-17.907227,3.3125,-0.12646,0.00269,0,36.467687,-74.203628,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7966.96728,0,WGSLLA,PETARC
1307,63879.013,63878.223,65.619141,-17.914063,3.3125,-0.12207,0.00854,0,36.467684,-74.21327,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7949.081304,0,WGSLLA,PETARC
1307,63879.986,63878.223,65.619141,-17.914063,3.3125,-0.12183,0.01172,0,36.467684,-74.21324,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7949.081304,0,WGSLLA,PETARC
1307,63882.088,63882.088,65.619141,-17.914063,3.3125,-0.12183,0.01172,0,36.467684,-74.21317,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7949.081304,0,WGSLLA,PETARC
1307,63883.038,63882.224,65.143555,-17.836914,3.34375,-0.12158,0.01465,0,36.469024,-74.222851,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7992.987051,0,WGSLLA,PETARC
1307,63886.483,63886.224,64.671875,-17.84375,3.34375,-0.11694,0.01978,0,36.469058,-74.232374,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7975.541101,0,WGSLLA,PETARC
1307,63887.534,63886.224,64.671875,-17.84375,3.34375,-0.11694,0.01978,0,36.469058,-74.232374,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7975.541101,0,WGSLLA,PETARC
1307,63888.602,63888.602,64.671875,-17.84375,3.34375,-0.11694,0.01978,0,36.469058,-74.232334,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7975.541101,0,WGSLLA,PETARC
1307,63890.789,63890.224,64.193359,-17.766602,3.34375,-0.11304,0.01929,0,36.470436,-74.242032,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7957.111856,0,WGSLLA,PETARC
1307,63894.039,63894.039,64.193359,-17.766602,3.34375,-0.11304,0.01929,0,36.470396,-74.241933,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7957.111859,0,WGSLLA,PETARC
1307,63895.107,63894.224,63.722656,-17.6875,3.34375,-0.10474,0.02051,0,36.471802,-74.251472,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7939.081956,0,WGSLLA,PETARC
1307,63898.125,63898.125,63.722656,-17.6875,3.1875,-0.10425,0.02295,0,36.471789,-74.251315,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.63792,0,WGSLLA,PETARC
1307,63898.391,63898.224,63.308594,-17.610352,3.1875,-0.10425,0.02295,0,36.47315,-74.259731,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7610.808063,0,WGSLLA,PETARC
1307,63898.507,63898.224,63.308594,-17.610352,-0.618578,-0.00732,0.04272,0,36.472818,-74.25833,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,0,0,WGSLLA,PETARC
1307,63900.515,63900.515,63.308594,-17.610352,-0.618578,-0.00732,0.04272,0,36.472858,-74.258269,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,0,0,WGSLLA,PETARC
1307,63902.129,63902.129,63.308594,-17.610352,3.21875,-0.10034,0.02222,0,36.473193,-74.259612,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7673.297008,0,WGSLLA,PETARC
1307,63902.641,63902.224,62.90332,-17.53418,3.21875,-0.10034,0.02222,0,36.474536,-74.26785,6,8,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7657.894869,0,WGSLLA,PETARC
1307,63903.726,63902.224,62.90332,-17.53418,3.21875,-0.10034,0.02222,0,36.474536,-74.26785,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7657.894869,0,WGSLLA,PETARC
1307,63904.857,63904.857,62.90332,-17.53418,3.21875,-0.10034,0.02222,0,36.474536,-74.26779,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7657.894869,0,WGSLLA,PETARC
1307,63906.039,63906.039,62.90332,-17.53418,3.21875,-0.10034,0.02222,0,36.474536,-74.26779,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7657.894869,0,WGSLLA,PETARC
1307,63907.14,63906.224,62.493164,-17.373047,3.21875,-0.10034,0.02222,0,36.477238,-74.276035,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7641.56511,0,WGSLLA,PETARC
1307,63908.019,63906.224,62.493164,-17.373047,3.21875,-0.10034,0.02222,0,36.477238,-74.276035,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7641.56511,0,WGSLLA,PETARC
1307,63910.391,63910.225,62.087891,-17.292969,3.21875,-0.10034,0.02222,0,36.478684,-74.284212,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.323585,0,WGSLLA,PETARC
1307,63911.514,63910.225,62.087891,-17.292969,3.21875,-0.10034,0.02222,0,36.478684,-74.284172,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.323585,0,WGSLLA,PETARC
1307,63912.68,63912.68,62.087891,-17.292969,3.21875,-0.10034,0.02222,0,36.478684,-74.284172,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.323585,0,WGSLLA,PETARC
1307,63913.7,63913.7,62.087891,-17.292969,3.21875,-0.10034,0.02222,0,36.478684,-74.284142,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.323585,0,WGSLLA,PETARC
1307,63914.914,63914.914,62.087891,-17.292969,3.21875,-0.09961,0.02466,0,36.478684,-74.284082,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.323585,0,WGSLLA,PETARC
1307,63917.231,63917.231,62.087891,-17.292969,3.21875,-0.09961,0.02466,0,36.478684,-74.284042,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7626.323585,0,WGSLLA,PETARC
1307,63918.643,63918.224,61.265625,-17.136719,3.25,-0.09595,0.02368,0,36.481395,-74.30074,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7658.250668,0,WGSLLA,PETARC
1307,63922.914,63922.416,60.862305,-17.058594,3.25,-0.09644,0.02124,0,36.482767,-74.30881,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7643.391857,0,WGSLLA,PETARC
1307,63925.231,63925.231,60.862305,-17.058594,3.25,-0.09644,0.02124,0,36.482807,-74.308779,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7643.391854,0,WGSLLA,PETARC
1307,63927.212,63926.416,60.517578,-16.981445,3.25,-0.09595,0.02368,0,36.48415,-74.315785,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7630.666941,0,WGSLLA,PETARC
1307,63929.514,63929.514,60.517578,-16.981445,3.25,-0.09595,0.02368,0,36.48415,-74.315655,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7630.666941,0,WGSLLA,PETARC
1307,63930.59,63930.42,60.109375,-16.90332,3.25,-0.09644,0.02124,0,36.485481,-74.323925,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7615.819726,0,WGSLLA,PETARC
1307,63931.64,63930.42,60.109375,-16.90332,3.28125,-0.09253,0.02051,0,36.485484,-74.323896,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7678.309748,0,WGSLLA,PETARC
1307,63934.848,63934.451,59.767578,-16.822266,3.28125,-0.09253,0.02051,0,36.48686,-74.330972,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7665.802729,0,WGSLLA,PETARC
1307,63936.836,63936.836,59.767578,-16.822266,3.28125,-0.09253,0.02051,0,36.48686,-74.330912,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7665.802729,0,WGSLLA,PETARC
1307,63939.015,63938.451,59.370117,-16.742188,3.28125,-0.09253,0.02051,0,36.48826,-74.338922,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7651.48397,0,WGSLLA,PETARC
1307,63943.227,63942.451,59.027344,-16.579102,3.28125,-0.09253,0.02051,0,36.491015,-74.345777,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7638.312502,0,WGSLLA,PETARC
1307,63946.679,63946.451,58.62207,-16.5,3.28125,-0.09131,0.0249,0,36.4924,-74.353918,6,9,1,0,0,2071,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7203,3502,5,7623.9204,0,WGSLLA,PETARC
1306,63420.162,63420.162,62.236328,-11.527344,4.09375,0.09424,-0.01123,0,36.573479,-74.292117,6,9,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9333.567753,0,WGSLLA,PETARC
1306,63421.259,63420.964,62.638672,-11.605469,4.09375,0.09375,-0.01343,0,36.572106,-74.2839,6,9,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9348.456669,0,WGSLLA,PETARC
1306,63425.508,63424.964,63.116211,-11.678711,4.09375,0.09375,-0.01343,0,36.570725,-74.27424,6,9,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9366.122047,0,WGSLLA,PETARC
1306,63428.51,63428.51,63.116211,-11.678711,4.09375,0.09375,-0.01343,0,36.570725,-74.27415,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9366.122047,0,WGSLLA,PETARC
1306,63429.46,63428.963,63.520508,-11.672852,4.0625,0.09375,-0.01343,0,36.570731,-74.26585,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9318.236519,0,WGSLLA,PETARC
1306,63431.603,63431.603,63.520508,-11.672852,4.0625,0.09375,-0.01343,0,36.570731,-74.26585,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9318.236519,0,WGSLLA,PETARC
1306,63433.762,63432.964,63.987305,-11.75,4.0625,0.09375,-0.01343,0,36.569357,-74.256259,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9335.778847,0,WGSLLA,PETARC
1306,63436.908,63436.908,63.987305,-11.75,4.0625,0.09375,-0.01343,0,36.569357,-74.256219,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9335.778847,0,WGSLLA,PETARC
1306,63438.009,63436.964,64.393555,-11.828125,4.0625,0.09375,-0.01343,0,36.56798,-74.247924,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9351.224608,0,WGSLLA,PETARC
1306,63441.221,63440.964,64.792969,-11.90625,4.0625,0.09375,-0.01343,0,36.566605,-74.239699,6,10,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9366.514875,0,WGSLLA,PETARC
1306,63442.33,63440.964,64.792969,-11.90625,4.0625,0.09375,-0.01343,0,36.566605,-74.239699,6,9,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 1,Unit A,70,7223,3502,5,9366.514875,0,WGSLLA,PETARC
1306,63443.293,63443.293,65.388916,-11.138023,4.4007,0.10477,-0.01291,-0.00299,36.579131,-74.227423,9,9,1,0,0,1513,0,3,1,5,1000,20,0,1,0,0,CAP 2,Unit A,70,7223,3502,5,10059.89584,0,WGSLLA,PETARC
1306,63443.294,63443.294,65.388916,-11.138023,4.4007,0.10477,-0.01291,-0.00299,36.579131,-74.227423,9,9,1,0,0,1513,1352,0,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7223,3502,5,10059.89584,0,WGSLLA,PETARC
1306,63443.492,63443.212,65.597294,-11.169607,4.399996,0.10474,-0.01367,-0.00226,36.578563,-74.223182,9,9,1,0,0,1513,1352,0,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7223,3502,5,10066.49611,0,WGSLLA,PETARC
1306,63443.492,63443.212,65.597294,-11.169607,4.399996,0.10474,-0.01367,-0.00226,36.578563,-74.223182,9,9,1,0,0,1513,1352,0,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7223,3502,5,10066.49611,0,WGSLLA,PETARC
1306,63444.501,63444.202,65.698761,-11.178949,4.396799,0.10458,-0.01303,-0.00238,36.578386,-74.221053,9,9,1,0,0,1513,1352,0,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7223,3502,5,10063.97308,0,WGSLLA,PETARC
1306,63444.794,63444.202,65.698761,-11.178949,4.396799,0.10458,-0.01303,-0.00238,36.578386,-74.221053,9,9,1,0,0,1513,1352,0,1,6,1000,20,0,1,0,0,CAP 2,Unit A,70,7223,3502,5,10063.97308,0,WGSLLA,PETARC
