CTSL,HDR_XT,DVALTIME,XA32S19,YA32S19,ZA32S19,XVELS15,YVELS15,ZVELS15,LAT,LONG,TRKQ,TRRKQ,MUTRK,LR,TT,STN,CGTN,ID,CATE,CSOURCE,RPRTCTSL,RPRTPU,RSOURCE,TRKST,CEPN,CECUID,ONAME,SNAME,M1,M2,M3,M4,Altitude,Size,,
1307,64014.617,64014.521,52.385286,-17.012962,3.998449,-0.08865,0.01987,0.00107,36.485292,-74.479698,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8865.017372,0,WGSLLA,PETARC
1307,64015.578,64015.507,52.296425,-16.989691,3.999146,-0.08868,0.02042,0.00104,36.485691,-74.481464,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8863.52322,0,WGSLLA,PETARC
1307,64016.642,64016.49,52.204777,-16.973167,4.000193,-0.08917,0.0199,0.00104,36.48598,-74.483299,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8862.716363,0,WGSLLA,PETARC
1307,64017.685,64017.475,52.113277,-16.952808,4.001104,-0.08954,0.01999,0.00104,36.486332,-74.485159,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8861.609554,0,WGSLLA,PETARC
1307,64018.655,64018.46,52.021788,-16.939085,4.002848,-0.08984,0.01907,0.00113,36.486534,-74.486962,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8862.238472,0,WGSLLA,PETARC
1307,64020.527,64020.433,51.846628,-16.888933,4.002462,-0.0892,0.02087,0.00076,36.487391,-74.49052,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8855.775313,0,WGSLLA,PETARC
1307,64021.509,64021.414,51.757933,-16.861984,4.005661,-0.0892,0.02185,0.00113,36.487851,-74.492252,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8859.282872,0,WGSLLA,PETARC
1307,64022.574,64022.397,51.667374,-16.843397,4.007601,-0.08945,0.02142,0.00125,36.488174,-74.494064,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8860.303467,0,WGSLLA,PETARC
1307,64023.596,64023.383,51.578362,-16.817192,4.008333,-0.08942,0.02219,0.00119,36.488661,-74.495842,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8858.88526,0,WGSLLA,PETARC
1307,64024.64,64024.366,51.487957,-16.798605,4.006273,-0.0896,0.0217,0.0007,36.488983,-74.49768,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8851.921136,0,WGSLLA,PETARC
1307,64025.416,64025.351,51.398712,-16.77742,4.007454,-0.0896,0.0217,0.00076,36.489348,-74.499455,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8851.452167,0,WGSLLA,PETARC
1307,64026.515,64026.336,51.312378,-16.748688,4.006001,-0.08911,0.02286,0.00043,36.489836,-74.501177,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8845.733443,0,WGSLLA,PETARC
1307,64026.915,64026.336,51.312378,-16.748688,4.006001,-0.08911,0.02286,0.00043,36.489836,-74.501147,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8845.733443,0,WGSLLA,PETARC
1307,64027.534,64027.318,51.222744,-16.726549,4.007915,-0.08923,0.02283,0.00064,36.490216,-74.50297,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8846.719303,0,WGSLLA,PETARC
1307,64028.581,64028.303,51.131392,-16.705795,4.007505,-0.0896,0.02255,0.00049,36.490574,-74.504827,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8843.025634,0,WGSLLA,PETARC
1307,64030.235,64029.287,51.040165,-16.691252,4.007666,-0.08987,0.02133,0.00046,36.49083,-74.506583,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8840.542054,0,WGSLLA,PETARC
1307,64031.354,64031.256,50.860081,-16.643892,4.012266,-0.09,0.02209,0.00104,36.491602,-74.510245,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8844.03864,0,WGSLLA,PETARC
1307,64032.671,64032.24,50.770531,-16.622091,4.013809,-0.08997,0.02209,0.0011,36.491976,-74.512066,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8844.312786,0,WGSLLA,PETARC
1307,64033.79,64033.225,50.68082,-16.598539,4.008186,-0.08997,0.02237,0.00003,36.492379,-74.513827,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8830.240096,0,WGSLLA,PETARC
1307,64034.469,64034.213,50.586969,-16.582846,4.011166,-0.09055,0.02136,0.00049,36.492654,-74.515737,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8833.331374,0,WGSLLA,PETARC
1307,64035.28,64035.195,50.496475,-16.565327,4.013832,-0.09058,0.02081,0.00082,36.492959,-74.517579,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8835.879497,0,WGSLLA,PETARC
1307,64036.313,64036.182,50.402164,-16.551397,4.020435,-0.09116,0.01978,0.00174,36.493245,-74.519429,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8846.229644,0,WGSLLA,PETARC
1307,64037.341,64037.164,50.311901,-16.528437,4.026707,-0.09109,0.02032,0.00247,36.49364,-74.521266,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8855.9538,0,WGSLLA,PETARC
1307,64038.367,64038.149,50.219904,-16.50913,4.026062,-0.09125,0.02023,0.00198,36.493973,-74.523107,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8851.835344,0,WGSLLA,PETARC
1307,64039.394,64039.134,50.127024,-16.494579,4.02504,-0.09152,0.01938,0.00153,36.494229,-74.524956,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8846.987774,0,WGSLLA,PETARC
1307,64040.109,64039.134,50.127024,-16.494579,4.02504,-0.09152,0.01938,0.00153,36.494229,-74.524956,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8846.987774,0,WGSLLA,PETARC
1307,64041.213,64041.107,49.942099,-16.46076,4.031115,-0.09186,0.01868,0.00204,36.494818,-74.52869,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8853.523193,0,WGSLLA,PETARC
1307,64042.255,64042.105,49.849367,-16.441582,4.032328,-0.09186,0.01874,0.00192,36.49515,-74.530546,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8853.120785,0,WGSLLA,PETARC
1307,64043.258,64043.091,49.757761,-16.424534,4.032909,-0.09186,0.01852,0.00174,36.495407,-74.53238,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8851.511803,0,WGSLLA,PETARC
1307,64044.542,64043.091,49.757761,-16.424534,4.032909,-0.09186,0.01852,0.00174,36.495407,-74.53234,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8851.511803,0,WGSLLA,PETARC
1307,64045.348,64045.06,49.571253,-16.39654,4.040386,-0.09232,0.0173,0.00232,36.4959,-74.536138,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8860.901334,0,WGSLLA,PETARC
1307,64046.131,64046.042,49.474028,-16.391554,4.04233,-0.09317,0.01538,0.00229,36.496039,-74.538089,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8861.987587,0,WGSLLA,PETARC
1307,64047.115,64047.029,49.385857,-16.358248,4.048254,-0.09238,0.01825,0.00287,36.496603,-74.53985,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8871.02774,0,WGSLLA,PETARC
1307,64047.868,64047.029,49.385857,-16.358248,4.048254,-0.09238,0.01825,0.00287,36.496603,-74.53985,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8871.02774,0,WGSLLA,PETARC
1307,64048.162,64048.012,49.293446,-16.340109,4.052118,-0.09244,0.01828,0.00302,36.496918,-74.541731,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8875.976204,0,WGSLLA,PETARC
1307,64049.177,64048.995,49.193481,-16.338869,4.050318,-0.09369,0.01563,0.00226,36.496955,-74.543738,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8869.548959,0,WGSLLA,PETARC
1307,64050.229,64049.982,49.101036,-16.317968,4.055668,-0.09351,0.01648,0.00275,36.497315,-74.545619,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8877.452621,0,WGSLLA,PETARC
1307,64051.258,64050.964,49.010523,-16.297462,4.057999,-0.09314,0.01715,0.00272,36.497669,-74.547461,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8879.381955,0,WGSLLA,PETARC
1307,64051.992,64050.964,49.010523,-16.297462,4.057999,-0.09314,0.01715,0.00272,36.497669,-74.547391,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8879.381955,0,WGSLLA,PETARC
1307,64052.078,64051.949,48.920382,-16.272621,4.06077,-0.09271,0.0184,0.00272,36.498093,-74.549223,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8882.165997,0,WGSLLA,PETARC
1307,64053.123,64052.937,48.829475,-16.248734,4.063347,-0.09244,0.01929,0.00272,36.498502,-74.551012,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8884.554597,0,WGSLLA,PETARC
1307,64054.193,64053.92,48.740582,-16.222208,4.066195,-0.09195,0.02048,0.00272,36.498914,-74.55282,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8887.521753,0,WGSLLA,PETARC
1307,64055.214,64054.902,48.652231,-16.192886,4.0639,-0.09146,0.02194,0.00192,36.499411,-74.554614,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8880.198011,0,WGSLLA,PETARC
1307,64056.024,64055.89,48.559679,-16.172014,4.060678,-0.09161,0.02182,0.00113,36.49981,-74.556495,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8870.987213,0,WGSLLA,PETARC
1307,64056.416,64055.89,48.559679,-16.172014,4.060678,-0.09161,0.02182,0.00113,36.49977,-74.556425,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8870.987215,0,WGSLLA,PETARC
1307,64057.011,64056.871,48.467527,-16.15444,4.0641,-0.09177,0.02121,0.0015,36.500075,-74.558301,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8875.109843,0,WGSLLA,PETARC
1307,64058.05,64057.855,48.374247,-16.138235,4.069164,-0.09204,0.02048,0.00204,36.500358,-74.56017,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8882.502638,0,WGSLLA,PETARC
1307,64059.112,64058.841,48.281067,-16.123692,4.075256,-0.09222,0.01959,0.00269,36.500654,-74.562038,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8891.974507,0,WGSLLA,PETARC
1307,64059.894,64059.824,48.187763,-16.107258,4.078028,-0.09244,0.01917,0.00269,36.50094,-74.563937,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8894.791257,0,WGSLLA,PETARC
1307,64060.966,64060.81,48.095419,-16.089384,4.080441,-0.09244,0.01901,0.00266,36.50125,-74.565776,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8896.908321,0,WGSLLA,PETARC
1307,64062.029,64061.797,48.001322,-16.074944,4.08321,-0.09268,0.01834,0.00266,36.501503,-74.567662,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8899.725951,0,WGSLLA,PETARC
1307,64062.644,64061.797,48.001322,-16.074944,4.08321,-0.09268,0.01834,0.00266,36.501503,-74.567632,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8899.725951,0,WGSLLA,PETARC
1307,64063.04,64062.776,47.907021,-16.061235,4.088661,-0.09305,0.01767,0.00311,36.501745,-74.569553,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8907.913364,0,WGSLLA,PETARC
1307,64063.817,64063.762,47.813412,-16.046024,4.094219,-0.09314,0.01733,0.00351,36.502012,-74.571429,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8916.325035,0,WGSLLA,PETARC
1307,64064.877,64064.748,47.720991,-16.027073,4.097012,-0.09305,0.01761,0.00342,36.502299,-74.573311,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8919.210422,0,WGSLLA,PETARC
1307,64065.905,64065.73,47.627792,-16.011494,4.099258,-0.09314,0.01733,0.00327,36.502571,-74.575138,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8921.016837,0,WGSLLA,PETARC
1307,64066.974,64066.714,47.533653,-15.99655,4.099447,-0.09335,0.017,0.00281,36.502833,-74.577054,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8918.695062,0,WGSLLA,PETARC
1307,64068.013,64067.701,47.439404,-15.981014,4.102322,-0.09348,0.01682,0.00281,36.503104,-74.578943,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8921.741513,0,WGSLLA,PETARC
1307,64068.416,64067.701,47.439404,-15.981014,4.102322,-0.09348,0.01682,0.00281,36.503144,-74.578912,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8921.741511,0,WGSLLA,PETARC
1307,64068.809,64068.687,47.346468,-15.963388,4.104538,-0.09344,0.01697,0.00272,36.50345,-74.580804,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8923.49171,0,WGSLLA,PETARC
1307,64070.516,64069.672,47.251869,-15.950495,4.108261,-0.09366,0.01633,0.00287,36.503678,-74.58266,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8928.259141,0,WGSLLA,PETARC
1307,64070.888,64070.653,47.157455,-15.93321,4.10891,-0.09384,0.01651,0.00253,36.503978,-74.584582,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8926.849194,0,WGSLLA,PETARC
1307,64071.953,64071.639,47.062675,-15.918489,4.110363,-0.09402,0.01627,0.00238,36.504236,-74.586511,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8927.06595,0,WGSLLA,PETARC
1307,64072.753,64072.621,46.970196,-15.899273,4.109606,-0.09387,0.01678,0.00186,36.504567,-74.588362,9,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8922.889172,0,WGSLLA,PETARC
1307,64073.771,64073.604,46.871962,-15.889435,4.116671,-0.09467,0.01569,0.00272,36.504746,-74.590335,10,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8934.2912,0,WGSLLA,PETARC
1307,64074.829,64074.589,46.778154,-15.875069,4.119137,-0.09457,0.01553,0.00269,36.504998,-74.592205,10,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8936.578857,0,WGSLLA,PETARC
1307,64075.889,64075.574,46.684795,-15.854914,4.119759,-0.09442,0.01633,0.00235,36.505345,-74.594144,10,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8935.143283,0,WGSLLA,PETARC
1307,64076.645,64076.559,46.591759,-15.837152,4.121792,-0.09424,0.0166,0.00232,36.505652,-74.595967,10,5,1,0,0,2071,1505,3,1,6,1241,30,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8936.56503,0,WGSLLA,PETARC
1307,64077.764,64077.543,46.499079,-15.816912,4.124487,-0.09402,0.01724,0.00238,36.505961,-74.597854,10,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8939.302731,0,WGSLLA,PETARC
1307,64079.29,64078.527,46.406162,-15.79888,4.127546,-0.0939,0.0174,0.00247,36.506273,-74.599685,10,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8942.787261,0,WGSLLA,PETARC
1307,64079.59,64079.511,46.313978,-15.778265,4.128279,-0.09369,0.01797,0.0022,36.506627,-74.60156,10,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8941.621378,0,WGSLLA,PETARC
1307,64080.654,64080.495,46.22122,-15.757828,4.129353,-0.0936,0.01843,0.00201,36.507018,-74.603447,9,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8941.128966,0,WGSLLA,PETARC
1307,64081.722,64081.48,46.126148,-15.742325,4.134712,-0.09387,0.01801,0.00256,36.507289,-74.605314,9,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8949.194447,0,WGSLLA,PETARC
1307,64082.781,64082.465,46.032637,-15.72344,4.134569,-0.09387,0.01819,0.00214,36.507615,-74.607216,10,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8946.272857,0,WGSLLA,PETARC
1307,64083.558,64083.45,45.938646,-15.706715,4.136057,-0.0939,0.01801,0.00204,36.507905,-74.609129,10,0,0,0,0,2071,1505,3,1,6,0,0,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8946.625037,0,WGSLLA,PETARC
1307,64083.8,64083.45,45.938646,-15.706715,4.136057,-0.0939,0.01801,0.00204,36.507905,-74.609129,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8946.625037,0,WGSLLA,PETARC
1307,64084.623,64084.434,45.845167,-15.687433,4.13555,-0.0939,0.01825,0.00165,36.508238,-74.611001,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8942.983193,0,WGSLLA,PETARC
1307,64085.676,64085.421,45.75271,-15.666142,4.134277,-0.09369,0.01877,0.00119,36.508603,-74.612811,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8937.823372,0,WGSLLA,PETARC
1307,64086.659,64086.404,45.659571,-15.644554,4.137329,-0.09369,0.01929,0.0015,36.508973,-74.614706,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8941.297389,0,WGSLLA,PETARC
1307,64087.664,64087.387,45.566778,-15.626587,4.141127,-0.09363,0.01913,0.00186,36.509284,-74.616596,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8946.310025,0,WGSLLA,PETARC
1307,64088.461,64088.371,45.47423,-15.60515,4.144474,-0.09351,0.01956,0.00211,36.509652,-74.618419,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8950.401119,0,WGSLLA,PETARC
1307,64089.606,64089.355,45.381475,-15.584934,4.146128,-0.09344,0.01971,0.00204,36.509959,-74.620277,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8951.117261,0,WGSLLA,PETARC
1307,64090.643,64090.34,45.288752,-15.565645,4.147943,-0.09338,0.01971,0.00201,36.510291,-74.622124,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8952.169648,0,WGSLLA,PETARC
1307,64091.666,64091.324,45.196894,-15.542852,4.147232,-0.0932,0.02026,0.00159,36.510681,-74.623992,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8948.166711,0,WGSLLA,PETARC
1307,64092.611,64092.31,45.105579,-15.520899,4.150261,-0.09293,0.02057,0.00183,36.511057,-74.62582,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8951.669702,0,WGSLLA,PETARC
1307,64093.361,64093.292,45.014227,-15.503658,4.149738,-0.09274,0.02008,0.00146,36.511355,-74.627649,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8948.115416,0,WGSLLA,PETARC
1307,64094.427,64094.277,44.92091,-15.488319,4.152134,-0.09286,0.01935,0.00162,36.511622,-74.629549,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8950.369963,0,WGSLLA,PETARC
1307,64095.478,64095.262,44.829372,-15.468861,4.151981,-0.09271,0.01941,0.00134,36.511957,-74.631381,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8947.541105,0,WGSLLA,PETARC
1307,64096.528,64096.247,44.737972,-15.446293,4.15266,-0.09253,0.01996,0.00125,36.512382,-74.6332,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8946.357032,0,WGSLLA,PETARC
1307,64097.312,64097.233,44.647362,-15.427149,4.145214,-0.09222,0.0199,-0.00018,36.512711,-74.635012,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8928.980039,0,WGSLLA,PETARC
1307,64098.365,64098.216,44.556412,-15.405294,4.144108,-0.0921,0.02026,-0.00034,36.513085,-74.636831,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8924.254125,0,WGSLLA,PETARC
1307,64099.427,64099.202,44.465305,-15.385344,4.144663,-0.09195,0.02026,-0.00021,36.513427,-74.638715,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8922.867758,0,WGSLLA,PETARC
1307,64100.501,64100.185,44.375673,-15.36412,4.146511,-0.09164,0.02048,0.00012,36.513791,-74.640509,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8924.098331,0,WGSLLA,PETARC
1307,64101.308,64101.168,44.284714,-15.344463,4.147579,-0.09158,0.02042,0.00027,36.514128,-74.64229,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8923.754097,0,WGSLLA,PETARC
1307,64103.393,64103.158,44.098898,-15.31035,4.153181,-0.09174,0.0195,0.00098,36.514679,-74.646074,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8929.959285,0,WGSLLA,PETARC
1307,64104.448,64104.144,44.006273,-15.29406,4.154425,-0.09189,0.01901,0.00101,36.514961,-74.647899,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8929.969676,0,WGSLLA,PETARC
1307,64105.255,64105.128,43.915514,-15.277739,4.154499,-0.09177,0.01862,0.00085,36.515244,-74.649706,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8927.69194,0,WGSLLA,PETARC
1307,64106.325,64106.109,43.825886,-15.256094,4.15546,-0.09152,0.01917,0.00085,36.515614,-74.6515,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8927.174591,0,WGSLLA,PETARC
1307,64107.356,64107.095,43.735203,-15.238226,4.155977,-0.09143,0.01901,0.00082,36.515922,-74.653346,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8925.780854,0,WGSLLA,PETARC
1307,64108.854,64108.08,43.64418,-15.222742,4.15711,-0.0914,0.01849,0.00085,36.516191,-74.655139,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8925.636258,0,WGSLLA,PETARC
1307,64110.018,64109.065,43.552855,-15.20616,4.158096,-0.0914,0.01822,0.00085,36.516517,-74.656997,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8925.185446,0,WGSLLA,PETARC
1307,64110.272,64110.049,43.463867,-15.187555,4.159977,-0.09106,0.01831,0.00101,36.516837,-74.658809,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8926.569861,0,WGSLLA,PETARC
1307,64111.288,64111.034,43.373857,-15.167603,4.158529,-0.09091,0.01862,0.00061,36.517179,-74.6606,9,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8921.264485,0,WGSLLA,PETARC
1307,64112.106,64112.021,43.283855,-15.149639,4.158318,-0.09079,0.01855,0.00049,36.517488,-74.662401,10,0,0,0,0,2071,1505,3,1,6,1,10,0,1,0,0,CAP 1,Unit A,70,6110,3501,5,8918.455257,0,WGSLLA,PETARC
